UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
644778,36739,62150,61.63,3,16092,51,51,24/12/1999,NA,30/10/2018,1,629,1,0,1,0,0,0,738,C-Very Low Risk,3,1,0,8639,12961,12961,0,0,0,0,0,0,5352,0,1,0,0yrs 5mon,0yrs 9mon,0,1
475432,49459,94815,55.05,120,23452,48,6930,28/10/1999,NA,30/08/2018,12,3132,1,0,0,1,0,0,726,D-Very Low Risk,18,3,0,53339,106740,106740,0,0,0,0,0,0,29089,0,2,0,0yrs 11mon,1yrs 11mon,2,0
544865,54259,70449,79.49,1,22369,51,5104,26/10/1999,NA,28/09/2018,3,1645,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
480037,35189,63978,58.61,104,21013,86,7131,09/10/1999,NA,31/08/2018,10,1147,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
468444,44149,58103,77.96,78,18556,45,2460,02/09/1999,NA,28/08/2018,4,2486,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
491919,51803,77704,68.21,10,22842,86,5704,07/08/1999,NA,06/09/2018,3,133,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
574506,84729,110905,79.35,70,22656,49,2407,21/07/1999,NA,13/10/2018,4,3310,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
580172,54159,69520,79.83,67,21308,86,1515,13/03/1999,NA,15/10/2018,6,1791,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
454913,77579,106058,74.49,136,14123,48,3691,09/03/1999,NA,22/08/2018,8,77,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
625174,46349,74248,64.65,255,23568,86,5840,01/01/1999,NA,26/10/2018,3,3507,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1,0,589,32000,588,0,0,1,0,0yrs 2mon,0yrs 2mon,0,0
522848,27929,90891,31.91,67,18532,45,1508,27/12/1998,NA,20/09/2018,6,1632,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
489125,55200,67442,84.52,16,21980,86,3036,26/12/1998,NA,04/09/2018,14,435,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,4yrs 7mon,4yrs 7mon,0,0
584053,62513,75100,84.55,5,23643,86,3340,25/11/1998,NA,17/10/2018,9,2751,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
619334,61947,118000,53.81,135,22699,48,2365,16/10/1998,NA,25/10/2018,4,294,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
497970,51303,106100,49.95,11,22664,51,5641,15/10/1998,NA,10/09/2018,3,1395,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
558933,78686,125000,64.8,152,18578,51,5059,14/10/1998,NA,05/10/2018,3,3472,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
553042,55353,72809,79.66,74,24644,51,2578,06/10/1998,NA,30/09/2018,4,2266,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
552027,58459,81860,73.3,10,22333,45,5700,15/09/1998,NA,30/09/2018,3,1912,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
562123,52078,60000,88.33,153,18258,45,373,08/09/1998,NA,08/10/2018,11,1331,1,1,0,0,0,0,738,C-Very Low Risk,5,3,0,51536,87206,87206,0,0,0,0,0,0,6845,0,0,0,1yrs 0mon,1yrs 6mon,0,1
434731,48749,61540,81.25,67,18532,45,1446,15/08/1998,NA,12/08/2018,6,1861,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,4259,0,0,0,0yrs 6mon,0yrs 7mon,0,1
609519,48161,68638,74.89,78,17014,45,2092,17/07/1998,NA,24/10/2018,4,2650,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
509263,70779,104979,69.42,147,24118,51,2825,09/05/1998,NA,15/09/2018,2,3016,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
620869,71623,84475,86.42,5,15642,120,3359,26/04/1998,NA,25/10/2018,9,545,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
600827,60947,69376,89.37,1,22056,45,4924,15/04/1998,NA,22/10/2018,3,758,1,0,1,1,0,0,300,M-Very High Risk,2,2,1,12273,55970,55970,0,0,0,0,0,0,1100,0,1,0,6yrs 7mon,12yrs 11mon,1,0
542013,47349,71318,68.71,1,23771,45,5095,07/04/1998,NA,27/09/2018,3,136,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
482054,71817,99028,74.73,11,22958,120,5959,28/02/1998,NA,31/08/2018,3,1685,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
624965,56259,76739,74.28,136,24003,51,3773,12/01/1998,NA,26/10/2018,8,2285,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
551156,61213,68900,89.99,146,15359,86,2970,01/01/1998,NA,30/09/2018,14,2919,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
542473,60453,74896,84.12,1,18388,86,5110,01/01/1998,NA,27/09/2018,3,1805,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
550110,63200,104134,61.46,64,16140,51,3461,01/01/1998,NA,29/09/2018,9,382,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
541902,63882,82650,79.85,1,14021,51,5074,13/12/1997,NA,27/09/2018,3,1690,1,0,0,1,0,0,599,I-Medium Risk,2,1,1,5476,6516,6516,0,0,0,0,0,0,2783,0,1,1,0yrs 4mon,0yrs 6mon,0,0
617516,42394,101150,43.5,10,24187,49,5706,13/12/1997,NA,25/10/2018,3,2029,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
531970,41394,69026,62.3,103,20535,45,7011,07/12/1997,NA,24/09/2018,7,1281,1,0,1,0,1,0,300,M-Very High Risk,1,1,1,82874,188000,188000,0,0,0,0,0,0,0,0,0,0,1yrs 11mon,1yrs 11mon,0,1
438293,56259,64400,88.51,136,23393,45,3755,29/11/1997,NA,14/08/2018,8,946,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,16,16,16,0,0,0,0,0,0,0,0,0,0,2yrs 2mon,2yrs 2mon,0,1
608812,54159,62150,89.3,67,22727,45,1514,13/09/1997,Salaried,23/10/2018,6,1363,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,4093,0,0,0,0yrs 7mon,0yrs 7mon,0,0
574776,59947,78251,77.95,10,17768,86,5658,07/09/1997,Self employed,13/10/2018,3,1227,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
593052,54659,66661,84.01,67,18532,45,1449,05/09/1997,Salaried,21/10/2018,6,682,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
652014,41394,65063,64.55,160,23284,45,571,02/09/1997,Salaried,31/10/2018,15,3301,1,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,42000,42000,42000,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
549926,17060,78078,23.05,42,23195,45,5229,02/09/1997,Self employed,29/09/2018,3,1574,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
558525,54303,67068,82.01,136,23451,45,3792,01/09/1997,Salaried,05/10/2018,8,1737,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,2,1
626452,50078,79937,63.8,10,13612,86,5683,25/08/1997,Self employed,26/10/2018,3,1371,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
590846,46349,80028,58.73,9,16120,86,5434,17/08/1997,Self employed,20/10/2018,3,1471,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
483900,53078,65726,83.68,20,22882,86,6257,15/08/1997,Self employed,31/08/2018,5,1405,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
478555,43949,66136,68.95,63,16309,45,7093,02/08/1997,Salaried,30/08/2018,10,995,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1379,0,0,0,0yrs 7mon,0yrs 7mon,0,0
471477,47349,66134,74.09,20,23247,51,6244,01/08/1997,Salaried,29/08/2018,5,125,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
590595,75251,109533,69.84,42,17318,120,5361,01/08/1997,Self employed,20/10/2018,3,167,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
501621,41394,65731,65.42,79,23372,86,735,24/07/1997,Self employed,12/09/2018,18,3222,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
440932,34739,49600,72.18,14,24200,51,612,10/07/1997,Self employed,16/08/2018,15,2749,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
474556,49263,62594,83.08,250,23026,86,1549,07/07/1997,Salaried,29/08/2018,6,357,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
507129,64169,102500,64.39,36,24012,48,6683,05/07/1997,Self employed,14/09/2018,13,1258,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
431706,51439,63400,83.12,78,17014,45,2107,03/07/1997,Self employed,10/08/2018,4,329,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
475409,51048,63658,82.42,85,17142,45,1937,03/07/1997,Salaried,30/08/2018,4,403,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
594313,59839,76935,79.94,135,23550,86,1631,15/06/1997,Salaried,21/10/2018,4,2540,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
468311,53703,71525,76.62,67,22775,120,1449,12/06/1997,Salaried,28/08/2018,6,293,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
630385,68817,105789,67.11,1,22163,49,6081,09/06/1997,Self employed,27/10/2018,3,910,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
550294,53603,65332,84.03,67,16694,86,1509,07/06/1997,Salaried,29/09/2018,6,252,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
448997,59013,75000,80,2,23170,51,1681,01/06/1997,Salaried,20/08/2018,4,1302,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
529886,65882,75000,90,135,23746,86,1794,30/05/1997,Salaried,23/09/2018,4,1643,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
500063,82686,120870,70.32,152,22951,48,6055,30/05/1997,Self employed,11/09/2018,3,814,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
644202,51803,63077,84.82,3,18125,45,94,26/05/1997,Salaried,30/10/2018,16,1838,1,1,1,0,0,0,738,C-Very Low Risk,2,1,0,7884,9461,9461,0,0,0,0,0,0,3247,0,1,0,0yrs 3mon,0yrs 6mon,1,1
652212,51953,80924,66.61,121,21043,86,3663,24/05/1997,Self employed,31/10/2018,9,2585,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,37258,46590,46590,0,0,0,0,0,0,0,0,2,0,0yrs 0mon,0yrs 0mon,0,1
425437,45349,59625,78.83,34,15194,45,1000,23/05/1997,Self employed,07/08/2018,6,2232,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
508627,59247,69469,88.24,117,23606,86,2108,22/05/1997,Self employed,15/09/2018,4,1015,1,1,0,0,0,0,737,C-Very Low Risk,2,2,0,148908,190565,190565,0,0,0,0,0,0,0,0,1,0,0yrs 5mon,0yrs 9mon,0,0
481044,54759,82326,68.02,20,20297,86,6444,14/05/1997,Self employed,31/08/2018,5,416,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
503925,59213,97159,62.78,42,23305,49,5241,12/05/1997,Self employed,14/09/2018,3,411,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
420462,31484,41298,79.91,16,23940,51,2943,09/05/1997,Self employed,03/08/2018,17,2909,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
594155,52803,66995,79.86,67,18129,45,1447,08/05/1997,Salaried,21/10/2018,6,394,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,6082,12166,12166,0,0,0,0,0,0,1521,0,1,0,0yrs 4mon,0yrs 4mon,1,0
505284,45111,62320,74.94,10,18471,48,5706,14/04/1997,Self employed,14/09/2018,3,1309,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
501587,63213,99684,65.21,11,23987,51,6014,08/04/1997,Self employed,12/09/2018,3,2879,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
605238,57259,73840,78.55,66,24706,45,3109,05/04/1997,Self employed,23/10/2018,17,3701,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
449049,49413,68888,76.94,5,15642,120,3348,31/03/1997,Self employed,20/08/2018,9,936,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
587435,48645,67791,73.76,19,15685,86,1831,14/03/1997,Self employed,19/10/2018,4,442,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
424512,57259,78223,74.15,42,23651,49,5239,12/03/1997,Self employed,06/08/2018,3,1717,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
511191,63213,88472,72.34,74,22928,86,2578,03/03/1997,Self employed,16/09/2018,4,286,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
511986,95490,140000,70,10,16291,49,5722,25/02/1997,Self employed,17/09/2018,3,1831,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
603705,89040,148040,63.16,20,16806,49,6154,19/02/1997,Salaried,23/10/2018,5,1288,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
558385,56259,74237,78.13,42,23153,45,5627,18/02/1997,Self employed,05/10/2018,3,917,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
467447,46349,73161,65.61,251,23512,86,6870,18/02/1997,Self employed,28/08/2018,13,233,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
463502,53153,69700,80.34,8,15304,45,5620,11/02/1997,Self employed,25/08/2018,3,690,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
486281,76051,129693,61.68,258,24113,67,125,03/02/1997,Self employed,31/08/2018,16,2265,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
542961,56013,70573,81.48,10,21846,86,5697,23/01/1997,Self employed,27/09/2018,3,1388,1,0,0,1,0,0,320,L-Very High Risk,1,1,1,15637,53211,53211,0,0,0,0,0,0,2273,0,0,1,2yrs 4mon,2yrs 4mon,0,1
605465,59713,86607,71.01,11,24122,86,5993,04/01/1997,Self employed,23/10/2018,3,2807,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
542423,59207,69632,89.04,104,21013,86,7125,01/01/1997,Self employed,27/09/2018,10,1674,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
567384,58009,71568,82.44,16,21124,86,3021,01/01/1997,NA,10/10/2018,14,194,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
451158,48349,61962,80.69,74,21347,86,2578,01/01/1997,Self employed,20/08/2018,4,1328,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3yrs 10mon,3yrs 10mon,0,0
455823,57109,72260,80.06,146,22004,45,3017,01/01/1997,Salaried,22/08/2018,14,2572,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
583376,58447,75690,79.93,1,22285,49,5061,01/01/1997,NA,16/10/2018,3,2491,1,0,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,8690,17390,17390,0,0,0,0,0,0,1450,0,1,0,0yrs 2mon,0yrs 2mon,0,0
611130,58227,80188,76.07,7,22681,51,5749,01/01/1997,Self employed,24/10/2018,3,1399,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
553164,74579,101510,74.87,103,23043,49,6972,01/01/1997,Salaried,30/09/2018,7,1238,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
613773,71417,98424,74.78,36,23609,86,6591,01/01/1997,Self employed,24/10/2018,13,1536,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
631989,72299,101666,74.75,3,17038,51,571,01/01/1997,Salaried,27/10/2018,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
506397,70923,98423,73.97,11,23225,51,5993,01/01/1997,Self employed,14/09/2018,3,2807,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
625082,68234,96461,73,36,23688,45,6571,01/01/1997,Self employed,26/10/2018,13,2843,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
456942,48145,70815,70.61,159,23137,86,7215,01/01/1997,Self employed,22/08/2018,7,1078,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
